time,price,number
Mar 23 2022 01 0,497.06,2
Mar 25 2022 01 0,492.115,5
Mar 26 2022 01 0,477.71,1
Mar 28 2022 01 0,515.09,1
Mar 30 2022 01 0,494.784,2
Mar 31 2022 01 0,524.24,1
Apr 02 2022 01 0,541.57,1
Apr 05 2022 01 0,507.5,1
Apr 06 2022 01 0,527.908,3
Apr 08 2022 01 0,507.24,1
Apr 10 2022 01 0,486.91,1
Apr 11 2022 01 0,531.09,1
Apr 13 2022 01 0,509.04,2
Apr 15 2022 01 0,514.2,1
Apr 16 2022 01 0,525.732,3
Apr 17 2022 01 0,516.42,2
Apr 18 2022 01 0,591.419,3
Apr 20 2022 01 0,518.317,3
Apr 21 2022 01 0,519.34,1
Apr 22 2022 01 0,519.8,1
Apr 24 2022 01 0,536.464,5
Apr 29 2022 01 0,507.527,5
Apr 30 2022 01 0,604,1
May 01 2022 01 0,516.51,1
May 03 2022 01 0,546.09,2
May 05 2022 01 0,595.614,2
May 07 2022 01 0,510.62,1
May 08 2022 01 0,557.896,1
May 09 2022 01 0,577.153,3
May 10 2022 01 0,510,1
May 11 2022 01 0,505.05,1
May 15 2022 01 0,533.655,4
May 17 2022 01 0,543.339,2
May 18 2022 01 0,514.08,4
May 20 2022 01 0,552.11,2
May 22 2022 01 0,502.938,1
May 23 2022 01 0,483.49,2
May 26 2022 01 0,485,1
May 27 2022 01 0,486.671,1
May 30 2022 01 0,520.055,2
May 31 2022 01 0,483.875,2
Jun 02 2022 01 0,499.99,1
Jun 04 2022 01 0,487.484,3
Jun 05 2022 01 0,485.92,1
Jun 06 2022 01 0,487.21,2
Jun 07 2022 01 0,486.4,1
Jun 08 2022 01 0,506.6,2
Jun 09 2022 01 0,498.789,2
Jun 11 2022 01 0,583.616,1
Jun 14 2022 01 0,501.257,3
Jun 15 2022 01 0,462.26,1
Jun 17 2022 01 0,455.663,4
Jun 19 2022 01 0,470.41,1
Jun 20 2022 01 0,467.898,4
Jun 21 2022 01 0,490.56,2
Jun 22 2022 01 0,462.27,1
Jun 23 2022 01 0,437.03,1
Jun 24 2022 01 0,474.61,1
Jun 26 2022 01 0,565.005,1
Jun 28 2022 01 0,568.73,1
Jun 29 2022 01 0,485.04,1
Jul 01 2022 01 0,495,1
Jul 04 2022 01 0,488.515,2
Jul 06 2022 01 0,489.416,2
Jul 07 2022 01 0,489.76,3
Jul 08 2022 01 0,478.728,4
Jul 09 2022 01 0,505.6,2
Jul 10 2022 01 0,511.423,3
Jul 11 2022 01 0,529.032,2
Jul 14 2022 01 0,574.769,1
Jul 15 2022 01 0,491.295,2
Jul 16 2022 01 0,527.001,2
Jul 18 2022 01 0,554.072,2
Jul 20 2022 01 0,577.506,2
Jul 21 2022 01 0,551.338,3
Jul 22 2022 01 0,508.135,2
Jul 23 2022 01 0,520.546,3
Jul 24 2022 01 0,512.921,3
Jul 25 2022 01 0,507.52,2
Jul 26 2022 01 0,534.681,2
Jul 27 2022 01 0,561.645,2
Jul 29 2022 01 0,508.551,1
Jul 30 2022 01 0,581.611,1
Jul 31 2022 01 0,511.44,1
Aug 01 2022 01 0,503.087,5
Aug 03 2022 01 0,499.99,1
Aug 04 2022 01 0,535.309,2
Aug 05 2022 01 0,515.57,1
Aug 07 2022 01 0,545.989,3
Aug 08 2022 01 0,519.17,1
Aug 09 2022 01 0,520.41,1
Aug 10 2022 01 0,553.529,5
Aug 11 2022 01 0,580.647,2
Aug 12 2022 01 0,522.24,1
Aug 13 2022 01 0,524.53,1
Aug 15 2022 01 0,585.071,1
Aug 16 2022 01 0,517.5,1
Aug 17 2022 01 0,499.99,1
Aug 18 2022 01 0,533.366,2
Aug 19 2022 01 0,518.1,1
Aug 20 2022 01 0,554.366,3
Aug 21 2022 01 0,544.94,2
Aug 22 2022 01 0,519.78,2
Aug 23 2022 01 0,572.73,1
Aug 24 2022 01 0,514.248,2
Aug 25 2022 01 0,534.071,2
Aug 26 2022 01 0,507.753,4
Aug 29 2022 01 0,578.582,1
Aug 30 2022 01 0,546.078,2
Sep 01 2022 01 0,520,1
Sep 02 2022 01 0,547.733,2
Sep 03 2022 01 0,544.645,2
Sep 04 2022 01 0,574.88,1
Sep 05 2022 01 0,501.15,2
Sep 07 2022 01 0,574.08,1
Sep 09 2022 01 0,545.69,2
Sep 10 2022 01 0,558.122,3
Sep 11 2022 01 0,577.529,1
Sep 12 2022 01 0,528.093,1
Sep 14 2022 01 0,516.795,2
Sep 16 2022 01 0,542.94,1
Sep 17 2022 01 0,507.085,4
Sep 18 2022 01 0,520.57,2
Sep 19 2022 01 0,491.453,2
Sep 24 2022 01 0,502.386,1
Sep 25 2022 01 0,513.545,2
Sep 27 2022 01 0,501.361,4
Sep 28 2022 01 0,489.97,2
Sep 29 2022 01 0,480.44,2
Sep 30 2022 01 0,531.04,1
Oct 01 2022 01 0,563.5,1
Oct 02 2022 01 0,579.37,1
Oct 05 2022 01 0,542.19,3
Oct 06 2022 01 0,550.014,1
Oct 07 2022 01 0,534.575,2
Oct 08 2022 01 0,560.68,2
Oct 09 2022 01 0,545,1
Oct 10 2022 01 0,549.015,2
Oct 11 2022 01 0,534.655,2
Oct 12 2022 01 0,497.87,1
Oct 13 2022 01 0,549.78,1
Oct 14 2022 01 0,549.84,1
Oct 16 2022 01 0,545,1
Oct 17 2022 01 0,537.685,2
Oct 19 2022 01 0,520.68,1
Oct 20 2022 01 0,554.357,3
Oct 21 2022 01 0,587.47,1
Oct 26 2022 01 0,600.3,1
Oct 29 2022 01 0,572.98,1
Oct 30 2022 01 0,567.96,1
Nov 02 2022 01 0,613.205,2
Nov 03 2022 01 0,528.05,1
Nov 04 2022 01 0,536.527,3
Nov 05 2022 01 0,555,1
Nov 06 2022 01 0,562.03,1
Nov 08 2022 01 0,639.808,1
Nov 10 2022 01 0,549.38,3
Nov 11 2022 01 0,567.47,1
Nov 12 2022 01 0,574.993,1
Nov 15 2022 01 0,608.233,1
Nov 17 2022 01 0,540.4,2
Nov 19 2022 01 0,489.99,1
Nov 20 2022 01 0,481.9,1
Nov 21 2022 01 0,543.667,2
Nov 23 2022 01 0,524.7,2
Nov 24 2022 01 0,524.735,2
Nov 25 2022 01 0,524.175,2
Nov 26 2022 01 0,558.023,1
Nov 27 2022 01 0,574.999,1
Nov 29 2022 01 0,525.04,1
Nov 30 2022 01 0,529.38,1
Dec 01 2022 01 0,577.99,2
Dec 02 2022 01 0,568,1
Dec 04 2022 01 0,576,1
Dec 06 2022 01 0,576.58,1
Dec 08 2022 01 0,604.906,1
Dec 09 2022 01 0,606,1
Dec 10 2022 01 0,623.73,2
Dec 18 2022 01 0,614.14,2
Dec 19 2022 01 0,632.672,1
Dec 22 2022 01 0,635,1
Dec 23 2022 01 0,670.633,2
Dec 24 2022 01 0,603.42,1
Dec 28 2022 01 0,743.466,1
Dec 30 2022 01 0,575.88,1
Jan 01 2023 01 0,614.008,1
Jan 02 2023 01 0,336.371,2
Jan 03 2023 01 0,672.006,1
Jan 04 2023 01 0,561.573,2
Jan 05 2023 01 0,606.021,1
Jan 07 2023 01 0,566.26,1
Jan 13 2023 17 0,671.04,1
Jan 14 2023 06 0,600,1
Jan 16 2023 20 0,669.996,1
Jan 20 2023 02 0,622.667,1
Jan 22 2023 09 0,569.02,1
Jan 24 2023 04 0,639.97,1
Jan 25 2023 14 0,577.423,1
Jan 26 2023 20 0,580.951,1
Jan 27 2023 05 0,576.762,1
Jan 27 2023 21 0,579.09,1
Jan 28 2023 19 0,580.47,1
Jan 30 2023 10 0,580.47,1
Jan 31 2023 23 0,602.08,1
Feb 02 2023 01 0,642.9,1
Feb 04 2023 16 0,588.53,1
Feb 05 2023 10 0,604.257,2
Feb 08 2023 02 0,594.987,1
Feb 08 2023 06 0,632.912,1
